,HI-LABEL
86570,0
86571,0
86572,0
86573,0
86574,1
86575,1
86576,1
86577,0
86578,0
86579,0
86580,0
86581,1
86582,0
86583,1
86584,0
86585,1
86586,1
86587,0
86588,0
86589,1
86590,1
86591,0
86592,1
86593,1
86594,0
86595,1
86596,1
86597,1
86598,1
86599,0
86600,1
86601,0
86602,1
86603,1
86604,1
86605,0
86606,0
86607,0
86608,1
86609,1
86610,1
86611,1
86612,1
86613,0
86614,0
86615,0
86616,1
86617,1
86618,1
86619,0
86620,1
86621,1
86622,1
86623,0
86624,0
86625,0
86626,0
86627,1
86628,0
86629,0
86630,0
86631,0
86632,1
86633,1
86634,0
86635,0
86636,1
86637,0
86638,1
86639,1
86640,0
86641,0
86642,1
86643,1
86644,0
86645,0
86646,0
86647,1
86648,1
86649,0
86650,1
86651,1
86652,0
86653,0
86654,0
86655,0
86656,1
86657,0
86658,1
86659,1
86660,0
86661,0
86662,0
86663,0
86664,0
86665,0
86666,0
86667,0
86668,0
86669,1
86670,1
86671,1
86672,1
86673,1
86674,0
86675,0
86676,0
86677,1
86678,1
86679,1
86680,1
86681,1
86682,0
86683,1
86684,1
86685,1
86686,1
86687,1
86688,1
86689,1
86690,1
86691,1
86692,1
86693,1
86694,1
86695,1
86696,1
86697,1
86698,1
86699,1
86700,1
86701,0
86702,0
86703,0
86704,0
86705,1
86706,1
86707,1
86708,0
86709,0
86710,0
86711,1
86712,1
86713,1
86714,1
86715,0
86716,0
86717,1
86718,0
86719,0
86720,1
86721,1
86722,1
86723,1
86724,1
86725,1
86726,1
86727,1
86728,1
86729,1
86730,0
86731,0
86732,1
86733,0
86734,1
86735,1
86736,0
86737,1
86738,1
86739,1
86740,1
86741,1
86742,0
86743,0
86744,1
86745,1
86746,0
86747,1
86748,0
86749,0
86750,0
86751,1
86752,0
86753,1
86754,1
86755,1
86756,1
86757,1
86758,1
86759,1
86760,0
86761,0
86762,1
86763,1
86764,1
86765,1
86766,1
86767,1
86768,1
86769,1
86770,0
86771,0
86772,1
86773,0
86774,1
86775,1
86776,1
86777,0
86778,1
86779,1
86780,0
86781,0
86782,0
86783,1
86784,1
86785,0
86786,0
86787,0
86788,0
86789,0
86790,1
86791,0
86792,1
86793,1
86794,1
86795,0
86796,0
86797,1
86798,1
86799,1
86800,1
86801,1
86802,0
86803,1
86804,1
86805,0
86806,0
86807,0
86808,0
86809,1
86810,1
86811,1
86812,0
86813,1
86814,1
86815,0
86816,0
86817,0
86818,1
86819,1
86820,1
86821,1
86822,1
86823,1
86824,1
86825,1
86826,0
86827,1
86828,0
86829,1
86830,0
86831,1
86832,1
86833,1
86834,1
86835,1
86836,0
86837,1
86838,0
86839,0
86840,0
86841,0
86842,0
86843,1
86844,1
86845,1
86846,0
86847,0
86848,0
86849,1
86850,0
86851,1
86852,1
86853,0
86854,1
86855,1
86856,1
86857,0
86858,1
86859,1
86860,1
86861,1
86862,0
86863,1
86864,1
86865,1
86866,1
86867,1
86868,1
86869,1
86870,1
86871,1
86872,0
86873,1
86874,0
86875,0
86876,0
86877,0
86878,0
86879,1
86880,1
86881,0
86882,1
86883,0
86884,0
86885,0
86886,1
86887,1
86888,1
86889,0
86890,0
86891,0
86892,1
86893,1
86894,0
86895,1
86896,1
86897,1
86898,1
86899,1
86900,0
86901,1
86902,1
86903,0
86904,0
86905,0
86906,0
86907,1
86908,1
86909,1
86910,1
86911,1
86912,0
86913,0
86914,1
86915,0
86916,1
86917,0
86918,0
86919,0
86920,1
86921,0
86922,1
86923,0
86924,0
86925,0
86926,0
86927,1
86928,0
86929,1
86930,0
86931,0
86932,0
86933,1
86934,1
86935,0
86936,1
86937,1
86938,1
86939,1
86940,0
86941,1
86942,0
86943,1
86944,1
86945,0
86946,0
86947,1
86948,1
86949,0
86950,1
86951,1
86952,1
86953,1
86954,1
86955,0
86956,0
86957,0
86958,0
86959,0
86960,1
86961,0
86962,1
86963,1
86964,1
86965,1
86966,0
86967,1
86968,0
86969,0
86970,1
86971,0
86972,0
86973,0
86974,1
86975,1
86976,1
86977,1
86978,1
86979,1
86980,0
86981,0
86982,1
86983,1
86984,0
86985,0
86986,0
86987,0
86988,1
86989,1
86990,1
86991,1
86992,1
86993,1
86994,1
86995,1
86996,0
86997,1
86998,1
86999,0
87000,1
87001,1
87002,0
87003,0
87004,0
87005,0
87006,0
87007,0
87008,1
87009,0
87010,1
87011,0
87012,1
87013,0
87014,1
87015,0
87016,1
87017,0
87018,0
87019,1
87020,1
87021,1
87022,1
87023,0
87024,1
87025,1
87026,1
87027,1
87028,1
87029,0
87030,0
87031,0
87032,0
87033,0
87034,0
87035,0
87036,0
87037,0
87038,0
87039,1
87040,1
87041,1
87042,1
87043,0
87044,1
87045,1
87046,0
87047,0
87048,0
87049,1
87050,1
87051,0
87052,0
87053,1
87054,1
87055,0
87056,0
87057,1
87058,0
87059,0
87060,1
87061,0
87062,0
87063,1
87064,1
87065,1
87066,1
87067,1
87068,0
87069,1
87070,1
87071,1
87072,1
87073,0
87074,1
87075,1
87076,1
87077,1
87078,0
87079,1
87080,0
87081,1
87082,1
87083,1
87084,0
87085,1
87086,0
87087,0
87088,1
87089,0
87090,0
87091,1
87092,1
87093,1
87094,1
87095,0
87096,1
87097,1
87098,0
87099,1
87100,0
87101,0
87102,1
87103,0
87104,1
87105,1
87106,1
87107,1
87108,0
87109,1
87110,0
87111,0
87112,1
87113,1
87114,0
87115,1
87116,0
87117,0
87118,0
87119,1
87120,1
87121,0
87122,1
87123,0
87124,1
87125,0
87126,0
87127,1
87128,0
87129,0
87130,1
87131,0
87132,0
87133,1
87134,1
87135,0
87136,1
87137,1
87138,1
87139,1
87140,1
87141,1
87142,1
87143,1
87144,1
87145,1
87146,0
87147,0
87148,0
87149,0
87150,0
87151,1
87152,1
87153,0
87154,1
87155,1
87156,0
87157,0
87158,0
87159,1
87160,1
87161,1
87162,1
87163,0
87164,1
87165,1
87166,1
87167,1
87168,0
87169,0
87170,0
87171,1
87172,0
87173,0
87174,1
87175,1
87176,0
87177,1
87178,1
87179,0
87180,0
87181,0
87182,1
87183,1
87184,1
87185,1
87186,1
87187,1
87188,0
87189,0
87190,1
87191,1
87192,1
87193,0
87194,1
87195,1
87196,0
87197,1
87198,1
87199,0
87200,1
87201,1
87202,1
87203,1
87204,1
87205,1
87206,1
87207,0
87208,1
87209,0
87210,1
87211,0
87212,0
87213,1
87214,1
87215,0
87216,1
87217,1
87218,0
87219,0
87220,0
87221,1
87222,0
87223,1
87224,1
87225,0
87226,1
87227,1
87228,1
87229,0
87230,1
87231,0
87232,1
87233,0
87234,0
87235,1
87236,1
87237,1
87238,1
87239,1
87240,1
87241,1
87242,1
87243,1
87244,1
87245,0
87246,0
87247,1
87248,0
87249,1
87250,1
87251,1
87252,1
87253,1
87254,1
87255,1
87256,0
87257,1
87258,1
87259,0
87260,1
87261,1
87262,0
87263,0
87264,1
87265,1
87266,0
87267,0
87268,0
87269,0
87270,0
87271,0
87272,1
87273,1
87274,0
87275,1
87276,1
87277,0
87278,1
87279,1
87280,0
87281,0
87282,0
87283,0
87284,1
87285,1
87286,1
87287,0
87288,1
87289,1
87290,1
87291,1
87292,1
87293,0
87294,0
87295,0
87296,1
87297,0
87298,0
87299,1
87300,0
87301,0
87302,0
87303,1
87304,0
87305,0
87306,1
87307,0
87308,1
87309,0
87310,1
87311,1
87312,1
87313,0
87314,0
87315,1
87316,0
87317,0
87318,1
87319,0
87320,1
87321,1
87322,0
87323,1
87324,0
87325,1
87326,1
87327,0
87328,1
87329,0
87330,1
87331,1
87332,0
87333,0
87334,0
87335,1
87336,1
87337,0
87338,0
87339,1
87340,1
87341,0
87342,0
87343,0
87344,0
87345,0
87346,1
87347,0
87348,0
87349,1
87350,0
87351,0
87352,0
87353,0
87354,1
87355,1
87356,1
87357,1
87358,1
87359,1
87360,0
87361,1
87362,0
87363,1
87364,1
87365,0
87366,1
87367,0
87368,1
87369,0
87370,1
87371,1
87372,1
87373,1
87374,1
87375,1
87376,0
87377,1
87378,1
87379,1
87380,1
87381,1
87382,0
87383,1
87384,1
87385,1
87386,1
87387,1
87388,0
87389,0
87390,1
87391,1
87392,1
87393,0
87394,1
87395,0
87396,1
87397,1
87398,1
87399,1
87400,1
87401,1
87402,1
87403,1
87404,1
87405,1
87406,1
87407,1
87408,0
87409,0
87410,1
87411,1
87412,1
87413,1
87414,0
87415,0
87416,1
87417,1
87418,0
87419,0
87420,0
87421,0
87422,1
87423,1
87424,0
87425,0
87426,0
87427,1
87428,1
87429,0
87430,1
87431,1
87432,1
87433,1
87434,1
87435,0
87436,1
87437,0
87438,0
87439,1
87440,0
87441,0
87442,0
87443,1
87444,0
87445,1
87446,1
87447,1
87448,1
87449,1
87450,1
87451,0
87452,1
87453,1
87454,1
87455,1
87456,0
87457,1
87458,1
87459,0
87460,1
87461,1
87462,1
87463,0
87464,1
87465,0
87466,1
87467,1
87468,1
87469,1
87470,0
87471,1
87472,1
87473,1
87474,0
87475,0
87476,1
87477,1
87478,1
87479,1
87480,0
87481,1
87482,0
87483,0
87484,1
87485,0
87486,0
87487,0
87488,1
87489,1
87490,0
87491,0
87492,0
87493,0
87494,1
87495,0
87496,1
87497,1
87498,1
87499,0
87500,0
87501,0
87502,1
87503,0
87504,0
87505,0
87506,1
87507,1
87508,1
87509,1
87510,1
87511,1
87512,1
87513,1
87514,1
87515,1
87516,0
87517,1
87518,1
87519,0
87520,1
87521,0
87522,0
87523,1
87524,1
87525,0
87526,0
87527,0
87528,1
87529,1
87530,1
87531,1
87532,0
87533,1
87534,1
87535,1
87536,1
87537,1
87538,1
87539,1
87540,1
87541,1
87542,1
87543,1
87544,0
87545,0
87546,1
87547,0
87548,0
87549,0
87550,0
87551,0
87552,0
87553,1
87554,1
87555,1
87556,1
87557,0
87558,1
87559,0
87560,1
87561,1
87562,0
87563,1
87564,1
87565,1
87566,1
87567,1
87568,1
87569,1
87570,0
87571,0
87572,1
87573,0
87574,1
87575,1
87576,1
87577,0
87578,1
87579,1
87580,0
87581,1
87582,1
87583,1
87584,0
87585,0
87586,0
87587,0
87588,1
87589,0
87590,1
87591,0
87592,1
87593,1
87594,0
87595,1
87596,1
87597,0
87598,0
87599,0
87600,1
87601,0
87602,1
87603,1
87604,0
87605,0
87606,1
87607,1
87608,1
87609,1
87610,1
87611,1
87612,1
87613,1
87614,0
87615,0
87616,1
87617,1
87618,0
87619,1
87620,1
87621,1
87622,1
87623,1
87624,1
87625,1
87626,0
87627,1
87628,1
87629,0
87630,1
87631,0
87632,1
87633,1
87634,0
87635,0
87636,0
87637,0
87638,0
87639,1
87640,1
87641,1
87642,1
87643,1
87644,0
87645,0
87646,1
87647,1
87648,0
87649,0
87650,0
87651,0
87652,0
87653,1
87654,0
87655,0
87656,0
87657,0
87658,1
87659,1
87660,1
87661,1
87662,1
87663,1
87664,1
87665,1
87666,0
87667,0
87668,1
87669,0
87670,1
87671,1
87672,1
87673,0
87674,0
87675,1
87676,1
87677,1
87678,1
87679,0
87680,1
87681,0
87682,0
87683,0
87684,1
87685,0
87686,1
87687,1
87688,1
87689,1
87690,1
87691,1
87692,0
87693,1
87694,1
87695,1
87696,0
87697,0
87698,1
87699,1
87700,1
87701,1
87702,1
87703,1
87704,0
87705,1
87706,0
87707,0
87708,0
87709,0
87710,1
87711,1
87712,0
87713,1
87714,1
87715,0
87716,0
87717,1
87718,1
87719,1
87720,1
87721,1
87722,1
87723,0
87724,1
87725,0
87726,0
87727,1
87728,1
87729,1
87730,1
87731,0
87732,1
87733,1
87734,0
87735,0
87736,0
87737,1
87738,1
87739,1
87740,1
87741,1
87742,0
87743,1
87744,0
87745,1
87746,1
87747,1
87748,1
87749,1
87750,1
87751,0
87752,0
87753,0
87754,1
87755,1
87756,0
87757,1
87758,1
87759,1
87760,0
87761,1
87762,1
87763,0
87764,1
87765,0
87766,1
87767,0
87768,0
87769,0
87770,1
87771,1
87772,0
87773,1
87774,1
87775,0
87776,1
87777,1
87778,1
87779,1
87780,1
87781,0
87782,1
87783,1
87784,0
87785,1
87786,1
87787,1
87788,1
87789,0
87790,0
87791,0
87792,0
87793,1
87794,1
87795,1
87796,1
87797,1
87798,0
87799,0
87800,1
87801,1
87802,1
87803,1
87804,0
87805,1
87806,0
87807,0
87808,1
87809,0
87810,1
87811,0
87812,1
87813,1
87814,0
87815,1
87816,0
87817,1
87818,1
87819,1
87820,0
87821,1
87822,1
87823,1
87824,1
87825,0
87826,1
87827,1
87828,0
87829,1
87830,1
87831,1
87832,1
87833,1
87834,1
87835,1
87836,0
87837,0
87838,1
87839,0
87840,0
87841,1
87842,1
87843,1
87844,1
87845,1
87846,1
87847,1
87848,1
87849,0
87850,1
87851,0
87852,0
87853,0
87854,1
87855,0
87856,0
87857,0
87858,1
87859,1
87860,0
87861,1
87862,0
87863,0
87864,1
87865,1
87866,0
87867,0
87868,0
87869,0
87870,0
87871,1
87872,1
87873,0
87874,1
87875,1
87876,1
87877,0
87878,1
87879,1
87880,0
87881,0
87882,0
87883,1
87884,1
87885,0
87886,0
87887,0
87888,0
87889,0
87890,0
87891,0
87892,1
87893,0
87894,0
87895,0
87896,0
87897,0
87898,0
87899,0
87900,0
87901,0
87902,0
87903,0
87904,0
87905,1
87906,0
87907,1
87908,1
87909,1
87910,1
87911,1
87912,0
87913,1
87914,1
87915,0
87916,0
87917,0
87918,1
87919,0
87920,1
87921,1
87922,0
87923,1
87924,1
87925,0
87926,1
87927,1
87928,0
87929,0
87930,1
87931,1
87932,1
87933,1
87934,1
87935,0
87936,1
87937,1
87938,1
87939,1
87940,0
87941,1
87942,0
87943,1
87944,1
87945,0
87946,1
87947,1
87948,1
87949,0
87950,1
87951,1
87952,1
87953,1
87954,0
87955,0
87956,0
87957,1
87958,0
87959,1
87960,1
87961,0
87962,0
87963,1
87964,1
87965,0
87966,0
87967,1
87968,0
87969,1
87970,1
87971,1
87972,1
87973,0
87974,1
87975,1
87976,0
87977,1
87978,1
87979,0
87980,1
87981,0
87982,1
87983,0
87984,0
87985,0
87986,0
87987,1
87988,1
87989,1
87990,1
87991,1
87992,0
87993,1
87994,0
87995,1
87996,0
87997,1
87998,1
87999,0
88000,0
88001,0
88002,1
88003,0
88004,0
88005,1
88006,0
88007,0
88008,1
88009,1
88010,1
88011,1
88012,1
88013,1
88014,0
88015,1
88016,1
88017,1
88018,1
88019,1
88020,1
88021,1
88022,1
88023,1
88024,0
88025,0
88026,0
88027,0
88028,1
88029,0
88030,0
88031,1
88032,1
88033,0
88034,1
88035,1
88036,1
88037,1
88038,0
88039,0
88040,1
88041,1
88042,1
88043,0
88044,1
88045,0
88046,0
88047,0
88048,0
88049,0
88050,0
88051,0
88052,0
88053,0
88054,1
88055,0
88056,0
88057,0
88058,1
88059,1
88060,1
88061,0
88062,0
88063,1
88064,1
88065,0
88066,0
88067,1
88068,0
88069,1
88070,1
88071,0
88072,0
88073,1
88074,0
88075,0
88076,1
88077,1
88078,1
88079,1
88080,1
88081,0
88082,0
88083,0
88084,0
88085,1
88086,1
88087,0
88088,0
88089,1
88090,0
88091,0
88092,1
88093,0
88094,0
88095,1
88096,1
88097,0
88098,0
88099,0
88100,1
88101,0
88102,0
88103,0
88104,0
88105,0
88106,0
88107,0
88108,1
88109,0
88110,0
88111,1
88112,0
88113,1
88114,0
88115,1
88116,0
88117,0
88118,0
88119,0
88120,0
88121,1
88122,1
88123,1
88124,1
88125,0
88126,1
88127,0
88128,0
88129,0
88130,1
88131,1
88132,0
88133,1
88134,0
88135,0
88136,0
88137,0
88138,1
88139,0
88140,1
88141,0
88142,1
88143,0
88144,1
88145,1
88146,1
88147,0
88148,0
88149,0
88150,1
88151,0
88152,0
88153,1
88154,1
88155,1
88156,0
88157,1
88158,0
88159,1
88160,1
88161,1
88162,1
88163,0
88164,1
88165,1
88166,1
88167,0
88168,1
88169,0
88170,1
88171,1
88172,1
88173,1
88174,1
88175,1
88176,1
88177,1
88178,1
88179,1
88180,0
88181,1
88182,1
88183,0
88184,0
88185,0
88186,1
88187,0
88188,1
88189,1
88190,1
88191,1
88192,1
88193,0
88194,1
88195,1
88196,1
88197,1
88198,1
88199,0
88200,0
88201,0
88202,0
88203,0
88204,1
88205,0
88206,1
88207,1
88208,0
88209,0
88210,0
88211,1
88212,0
88213,0
88214,0
88215,1
88216,0
88217,0
88218,0
88219,1
88220,1
88221,0
88222,0
88223,1
88224,1
88225,1
88226,0
88227,1
88228,1
88229,1
88230,1
88231,1
88232,0
88233,0
88234,1
88235,1
88236,1
88237,0
88238,0
88239,0
88240,0
88241,1
88242,1
88243,1
88244,1
88245,1
88246,0
88247,0
88248,1
88249,0
88250,1
88251,1
88252,1
88253,0
88254,0
88255,0
88256,0
88257,1
88258,1
88259,0
88260,1
88261,0
88262,1
88263,1
88264,0
88265,0
88266,0
88267,1
88268,0
88269,0
88270,0
88271,1
88272,1
88273,1
88274,0
88275,1
88276,1
88277,1
88278,1
88279,0
88280,0
88281,1
88282,1
88283,0
88284,1
88285,0
88286,1
88287,0
88288,1
88289,0
88290,0
88291,1
88292,0
88293,1
88294,0
88295,1
88296,1
88297,1
88298,0
88299,1
88300,0
88301,1
88302,0
88303,0
88304,1
88305,0
88306,1
88307,1
88308,1
88309,0
88310,0
88311,0
88312,0
88313,1
88314,1
88315,1
88316,0
88317,0
88318,1
88319,1
88320,0
88321,0
88322,0
88323,0
88324,1
88325,1
88326,1
88327,0
88328,1
88329,0
88330,1
88331,0
88332,1
88333,0
88334,1
88335,1
88336,1
88337,0
88338,1
88339,1
88340,1
88341,1
88342,0
88343,1
88344,0
88345,1
88346,1
88347,1
88348,1
88349,1
88350,0
88351,1
88352,1
88353,1
88354,0
88355,1
88356,0
88357,0
88358,1
88359,1
88360,1
88361,1
88362,1
88363,1
88364,1
88365,1
88366,1
88367,1
88368,1
88369,0
88370,0
88371,0
88372,1
88373,0
88374,1
88375,1
88376,1
88377,0
88378,1
88379,1
88380,1
88381,1
88382,1
88383,0
88384,0
88385,0
88386,1
88387,1
88388,1
88389,0
88390,0
88391,0
88392,0
88393,1
88394,1
88395,1
88396,0
88397,1
88398,1
88399,1
88400,1
88401,1
88402,1
88403,1
88404,0
88405,1
88406,0
88407,0
88408,1
88409,0
88410,0
88411,1
88412,0
88413,1
88414,1
88415,0
88416,0
88417,1
88418,1
88419,0
88420,0
88421,1
88422,0
88423,1
88424,1
88425,1
88426,0
88427,1
88428,0
88429,1
88430,1
88431,1
88432,1
88433,0
88434,1
88435,0
88436,1
88437,0
88438,0
88439,0
88440,0
88441,1
88442,1
88443,0
88444,1
88445,1
88446,1
88447,1
88448,1
88449,1
88450,1
88451,1
88452,0
88453,1
88454,0
88455,0
88456,0
88457,1
88458,1
88459,0
88460,0
88461,1
88462,1
88463,1
88464,1
88465,0
88466,0
88467,1
88468,1
88469,1
88470,1
88471,1
88472,1
88473,1
88474,0
88475,1
88476,1
88477,1
88478,1
88479,1
88480,1
88481,1
88482,1
88483,1
88484,1
88485,1
88486,0
88487,1
88488,0
88489,1
88490,0
88491,0
88492,0
88493,1
88494,1
88495,1
88496,0
88497,0
88498,0
88499,0
88500,1
88501,1
88502,0
88503,1
88504,0
88505,1
88506,1
88507,1
88508,0
88509,0
88510,1
88511,1
88512,0
88513,0
88514,0
88515,1
88516,1
88517,0
88518,0
88519,0
88520,0
88521,0
88522,0
88523,1
88524,1
88525,1
88526,0
88527,1
88528,1
88529,1
88530,1
88531,1
88532,0
88533,0
88534,1
88535,1
88536,1
88537,1
88538,0
88539,0
88540,0
88541,1
88542,0
88543,1
88544,1
88545,0
88546,0
88547,1
88548,1
88549,1
88550,1
88551,1
88552,0
88553,0
88554,0
88555,1
88556,1
88557,1
88558,1
88559,0
88560,1
88561,0
88562,0
88563,0
88564,1
88565,1
88566,0
88567,1
88568,0
88569,1
88570,1
88571,1
88572,1
88573,1
88574,1
88575,1
88576,1
88577,0
88578,1
88579,1
88580,0
88581,1
88582,1
88583,0
88584,1
88585,1
88586,1
88587,1
88588,1
88589,1
88590,1
88591,1
88592,1
88593,1
88594,1
88595,1
88596,0
88597,1
88598,1
88599,1
88600,1
88601,1
88602,1
88603,1
88604,1
88605,1
88606,0
88607,1
88608,0
88609,1
88610,1
88611,1
88612,0
88613,0
88614,1
88615,1
88616,1
88617,1
88618,0
88619,1
88620,1
88621,0
88622,1
88623,1
88624,1
88625,0
88626,1
88627,1
88628,0
88629,1
88630,1
88631,1
88632,0
88633,0
88634,1
88635,1
88636,0
88637,1
88638,1
88639,1
88640,1
88641,1
88642,1
88643,1
88644,0
88645,0
88646,0
88647,0
88648,1
88649,1
88650,0
88651,1
88652,1
88653,1
88654,1
88655,1
88656,1
88657,0
88658,1
88659,1
88660,1
88661,0
88662,1
88663,1
88664,1
88665,1
88666,0
88667,1
88668,0
88669,1
88670,0
88671,1
88672,1
88673,0
88674,1
88675,1
88676,1
88677,1
88678,0
88679,1
88680,1
88681,1
88682,1
88683,1
88684,1
88685,0
88686,0
88687,1
88688,1
88689,1
88690,1
88691,1
88692,0
88693,0
88694,1
88695,0
88696,0
88697,1
88698,0
88699,1
88700,0
88701,1
88702,0
88703,0
88704,1
88705,1
88706,0
88707,1
88708,1
88709,0
88710,0
88711,0
88712,1
88713,0
88714,0
88715,0
88716,1
88717,1
88718,1
88719,1
88720,1
88721,1
88722,1
88723,1
88724,1
88725,1
88726,1
88727,1
88728,0
88729,0
88730,0
88731,0
88732,0
88733,0
88734,0
88735,1
88736,1
88737,1
88738,1
88739,1
88740,1
88741,1
88742,1
88743,1
88744,1
88745,1
88746,0
88747,0
88748,0
88749,1
88750,1
88751,0
88752,0
88753,1
88754,1
88755,1
88756,1
88757,1
88758,0
88759,0
88760,0
88761,1
88762,0
88763,1
88764,0
88765,1
88766,0
88767,1
88768,1
88769,0
88770,1
88771,0
88772,1
88773,1
88774,1
88775,0
88776,1
88777,1
88778,1
88779,1
88780,0
88781,1
88782,1
88783,1
88784,1
88785,0
88786,0
88787,0
88788,0
88789,1
88790,0
88791,0
88792,0
88793,1
88794,1
88795,1
88796,1
88797,0
88798,1
88799,1
88800,0
88801,1
88802,1
88803,1
88804,0
88805,0
88806,1
88807,1
88808,1
88809,0
88810,1
88811,0
88812,0
88813,0
88814,0
88815,0
88816,1
88817,1
88818,0
88819,0
88820,1
88821,0
88822,0
88823,0
88824,1
88825,1
88826,1
88827,0
88828,0
88829,0
88830,0
88831,0
88832,1
88833,1
88834,1
88835,1
88836,1
88837,0
88838,1
88839,1
88840,0
88841,1
88842,0
88843,1
88844,1
88845,1
88846,0
88847,0
88848,1
88849,0
88850,0
88851,0
88852,0
88853,0
88854,1
88855,1
88856,1
88857,1
88858,1
88859,0
88860,1
88861,0
88862,0
88863,0
88864,0
88865,1
88866,1
88867,1
88868,0
88869,1
88870,1
88871,1
88872,1
88873,0
88874,0
88875,1
88876,1
88877,1
88878,0
88879,0
88880,0
88881,0
88882,1
88883,1
88884,0
88885,1
88886,0
88887,1
88888,1
88889,0
88890,0
88891,1
88892,1
88893,1
88894,1
88895,1
88896,1
88897,0
88898,1
88899,1
88900,1
88901,0
88902,0
88903,0
88904,0
88905,1
88906,1
88907,1
88908,1
88909,1
88910,1
88911,1
88912,0
88913,1
88914,1
88915,0
88916,0
88917,1
88918,0
88919,1
88920,0
88921,0
88922,1
88923,0
88924,1
88925,1
88926,1
88927,1
88928,1
88929,1
88930,0
88931,0
88932,0
88933,0
88934,0
88935,1
88936,1
88937,1
88938,1
88939,1
88940,0
88941,1
88942,0
88943,1
88944,0
88945,1
88946,1
88947,1
88948,1
88949,1
88950,1
88951,1
88952,1
88953,1
88954,0
88955,1
88956,0
88957,1
88958,0
88959,1
88960,0
88961,1
88962,1
88963,0
88964,1
88965,1
88966,1
88967,0
88968,1
88969,0
88970,1
88971,1
88972,0
88973,1
88974,1
88975,1
88976,1
88977,0
88978,1
88979,0
88980,0
88981,0
88982,0
88983,1
88984,1
88985,1
88986,1
88987,1
88988,1
88989,0
88990,1
88991,0
88992,1
88993,1
88994,1
88995,1
88996,0
88997,0
88998,1
88999,1
89000,0
89001,0
89002,1
89003,1
89004,0
89005,0
89006,1
89007,1
89008,0
89009,1
89010,1
89011,1
89012,0
89013,1
89014,1
89015,0
89016,1
89017,1
89018,0
89019,1
89020,1
89021,0
89022,1
89023,0
89024,0
89025,1
89026,1
89027,1
89028,0
89029,1
89030,0
89031,1
89032,1
89033,1
89034,1
89035,0
89036,1
89037,0
89038,0
89039,0
89040,0
89041,0
89042,1
89043,1
89044,1
89045,1
89046,1
89047,1
89048,1
89049,0
89050,1
89051,1
89052,0
89053,0
89054,0
89055,0
89056,0
89057,1
89058,1
89059,1
89060,0
89061,0
89062,1
89063,1
89064,1
89065,0
89066,1
89067,1
89068,0
89069,1
89070,0
89071,1
89072,1
89073,0
89074,0
89075,1
89076,1
89077,1
89078,0
89079,1
89080,1
89081,0
89082,1
89083,1
89084,0
89085,1
89086,0
89087,1
89088,1
89089,1
89090,0
89091,0
89092,0
89093,1
89094,1
89095,0
89096,1
89097,0
89098,1
89099,0
89100,1
89101,1
89102,1
89103,0
89104,0
89105,0
89106,1
89107,0
89108,0
89109,0
89110,1
89111,1
89112,0
89113,0
89114,0
89115,0
89116,1
89117,1
89118,1
89119,0
89120,0
89121,1
89122,0
89123,1
89124,1
89125,0
89126,0
89127,1
89128,1
89129,1
89130,1
89131,1
89132,1
89133,0
89134,0
89135,0
89136,1
89137,1
89138,0
89139,1
89140,0
89141,0
89142,1
89143,0
89144,1
89145,1
89146,1
89147,0
89148,1
89149,0
89150,1
89151,1
89152,1
89153,1
89154,0
89155,0
89156,1
89157,0
89158,1
89159,0
89160,1
89161,1
89162,1
89163,1
89164,1
89165,1
89166,1
89167,0
89168,1
89169,0
89170,0
89171,0
89172,1
89173,1
89174,0
89175,0
89176,1
89177,1
89178,1
89179,1
89180,0
89181,1
89182,1
89183,0
89184,1
89185,1
89186,0
89187,0
89188,1
89189,1
89190,1
89191,1
89192,1
89193,1
89194,1
89195,1
89196,1
89197,1
89198,0
89199,0
89200,0
89201,0
89202,0
89203,0
89204,0
89205,0
89206,1
89207,1
89208,0
89209,0
89210,0
89211,0
89212,1
89213,1
89214,0
89215,1
89216,1
89217,1
89218,1
89219,1
89220,0
89221,0
89222,1
89223,1
89224,1
89225,1
89226,0
89227,0
89228,1
89229,0
89230,1
89231,1
89232,0
89233,1
89234,1
89235,1
89236,1
89237,1
89238,0
89239,1
89240,1
89241,0
89242,1
89243,1
89244,0
89245,1
89246,1
89247,0
89248,0
89249,1
89250,1
89251,1
89252,0
89253,1
89254,1
89255,0
89256,1
89257,1
89258,1
89259,1
89260,1
89261,0
89262,1
89263,1
89264,0
89265,1
89266,1
89267,1
89268,0
89269,0
89270,0
89271,0
89272,0
89273,1
89274,0
89275,1
89276,1
89277,1
89278,1
89279,0
89280,0
89281,1
89282,1
89283,0
89284,0
89285,0
89286,0
89287,1
89288,1
89289,1
89290,0
89291,1
89292,1
89293,0
89294,1
89295,0
89296,1
89297,0
89298,1
89299,1
89300,1
89301,1
89302,1
89303,1
89304,0
89305,1
89306,1
89307,1
89308,0
89309,1
89310,0
89311,1
89312,1
89313,1
89314,0
89315,1
89316,1
89317,1
89318,1
89319,1
89320,1
89321,0
89322,1
89323,1
89324,1
89325,0
89326,1
89327,0
89328,0
89329,1
89330,0
89331,1
89332,1
89333,1
89334,1
89335,1
89336,1
89337,0
89338,1
89339,1
89340,0
89341,0
89342,1
89343,0
89344,1
89345,1
89346,0
89347,1
89348,0
89349,0
89350,1
89351,1
89352,0
89353,1
89354,1
89355,1
89356,1
89357,1
89358,0
89359,0
89360,1
89361,1
89362,1
89363,1
89364,1
89365,1
89366,0
89367,1
